grade,param,est,ci_lower,ci_upper
10,b,-0.0694576177499372,-0.118615478719239,-0.0217533910184049
10,alpha,0.00872356934899346,0.00347992518185505,0.0142696702158585
10,alpha0,0.00698223254994976,-0.014099493840827,0.0296214650820046
11,b,-0.0426737171715256,-0.0912411970326641,0.00969528825989342
11,alpha,0.0199374161410602,0.0138309492055315,0.0264015085232522
11,alpha0,0.00488231666682843,-0.017788429511218,0.0296248961191957
12,b,0.0018367999872483,-0.0255419437876823,0.0294521343445996
12,alpha,0.00270249156027846,-0.00158002952657428,0.00697082530867978
12,alpha0,0.021217200953171,0.0012130168479492,0.0399107216518253
